"","iso3c","year","iso2c","country","GiniCoeff","GDPperCapPPP","CO2emissions","region","capital","longitude","latitude","income","lending","EPIValue"
"50","ARG",2007,"AR","Argentina",47.37,16915.4352355326,4.38270408111824,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",48.18
"51","ARG",2008,"AR","Argentina",46.27,17770.1775228821,4.68297374117983,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",48.61
"52","ARG",2009,"AR","Argentina",45.27,16656.5194492696,4.41097270862527,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",48.82
"53","ARG",2010,"AR","Argentina",44.5,18414.0863704533,4.55861174166042,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",49.2
"54","ARG",2011,"AR","Argentina",43.57,19742.396097348,4.60043017969054,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",49.49
"55","ARG",2012,"AR","Argentina",42.49,19686.6091339069,4.56963523938012,"Latin America & Caribbean (all income levels)","Buenos Aires","-58.4173","-34.6118","Upper middle income","IBRD",49.55
"56","ARM",2002,"AM","Armenia",34.78,3007.21939324672,0.998805808123983,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",57.09
"57","ARM",2003,"AM","Armenia",33.03,3510.31680808151,1.12917350037215,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",57.3
"58","ARM",2004,"AM","Armenia",37.51,3998.14313650458,1.2045669802398,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",57.66
"59","ARM",2005,"AM","Armenia",35.99,4716.24327265172,1.44373095511419,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",57.9
"60","ARM",2006,"AM","Armenia",32.49,5526.09280578227,1.45963690821378,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",58.75
"61","ARM",2007,"AM","Armenia",29.83,6483.50464926084,1.69475525891389,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",58.58
"62","ARM",2008,"AM","Armenia",30.71,7097.91217336266,1.8686110286656,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",59.82
"63","ARM",2009,"AM","Armenia",29.58,6158.30145236576,1.46996097242582,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",59.69
"64","ARM",2010,"AM","Armenia",31.07,6376.2682174205,1.42299837759187,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",61.05
"65","ARM",2011,"AM","Armenia",31.32,6803.48299708481,1.65683069720052,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",60.42
"66","ARM",2012,"AM","Armenia",30.48,7401.85639769464,1.91208959087599,"Europe & Central Asia (all income levels)","Yerevan","44.509","40.1596","Lower middle income","Blend",61.67
"67","ATG",2002,"AG","Antigua and Barbuda",NA,15372.5781886274,4.53621142071723,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",46.78
"68","ATG",2003,"AG","Antigua and Barbuda",NA,16426.9243062482,4.80448432710373,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",47.28
"69","ATG",2004,"AG","Antigua and Barbuda",NA,17593.8762368924,4.98099561908025,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",47.69
"70","ATG",2005,"AG","Antigua and Barbuda",NA,19067.0682963067,4.97431114879186,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",47.94
"71","ATG",2006,"AG","Antigua and Barbuda",NA,22040.9136607626,5.0962895515593,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.19
"72","ATG",2007,"AG","Antigua and Barbuda",NA,24503.8448722277,5.56152469874522,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.46
"73","ATG",2008,"AG","Antigua and Barbuda",NA,24723.1118920226,5.6283186877563,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.56
"74","ATG",2009,"AG","Antigua and Barbuda",NA,21671.3757490895,5.90629200463499,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.66
"75","ATG",2010,"AG","Antigua and Barbuda",NA,20151.3098656076,6.01126867125973,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.75
"76","ATG",2011,"AG","Antigua and Barbuda",NA,19987.9241389288,5.8238043379617,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.82
"77","ATG",2012,"AG","Antigua and Barbuda",NA,20956.336421157,5.88735699289315,"Latin America & Caribbean (all income levels)","Saint John's","-61.8456","17.1175","Upper middle income","IBRD",48.89
"78","AUS",2002,"AU","Australia",NA,28685.30613792,17.3704517744283,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",80.53
"79","AUS",2003,"AU","Australia",34.01,29693.4185072851,16.9019589452838,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",80.89
"80","AUS",2004,"AU","Australia",NA,31310.5019545347,17.0265153472381,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.44
"81","AUS",2005,"AU","Australia",NA,32559.4592872484,17.1697114460549,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.23
"82","AUS",2006,"AU","Australia",NA,34322.9183318446,17.6513983061083,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.2
"83","AUS",2007,"AU","Australia",NA,36563.4682249116,17.8652600395629,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.52
"84","AUS",2008,"AU","Australia",35.63,37479.2891201982,18.1608756564953,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.68
"85","AUS",2009,"AU","Australia",NA,40257.1686174765,18.2001819589981,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",81.89
"86","AUS",2010,"AU","Australia",34.94,39168.256719609,16.9209536691366,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",82.2
"87","AUS",2011,"AU","Australia",NA,41763.118511715,16.8626009533383,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",82.38
"88","AUS",2012,"AU","Australia",NA,42596.2941186879,16.5193857829994,"East Asia & Pacific (all income levels)","Canberra","149.129","-35.282","High income: OECD","Not classified",82.4
"89","AUT",2002,"AT","Austria",NA,31261.5516292637,8.27915181929327,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.92
"90","AUT",2003,"AT","Austria",NA,32202.4455590608,8.86834080677733,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.44
"91","AUT",2004,"AT","Austria",29.87,33800.7021063805,8.83637597121672,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.52
"92","AUT",2005,"AT","Austria",28.72,34691.2089614866,9.02016959759373,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.52
"93","AUT",2006,"AT","Austria",29.59,37626.1441765716,8.72729787156076,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",76.71
"94","AUT",2007,"AT","Austria",30.58,39234.3228786562,8.405092793226,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",77
"95","AUT",2008,"AT","Austria",30.45,41151.585043147,8.28672332474834,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.47
"96","AUT",2009,"AT","Austria",31.5,40620.3921570465,7.55567020478531,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.54
"97","AUT",2010,"AT","Austria",30.25,41892.7758492156,8.11059300734486,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.9
"98","AUT",2011,"AT","Austria",30.8,44022.3952746168,7.77653815826055,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.03
"99","AUT",2012,"AT","Austria",30.48,45858.2468363681,7.38403220122062,"Europe & Central Asia (all income levels)","Vienna","16.3798","48.2201","High income: OECD","Not classified",78.32
"100","AZE",2002,"AZ","Azerbaijan",17.36,4393.96719931842,3.62394434620868,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",51.37
"101","AZE",2003,"AZ","Azerbaijan",18.81,4945.90791637216,3.71816992749663,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",52.82
"102","AZE",2004,"AZ","Azerbaijan",16.23,5551.44884183019,3.86322963943899,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",54.42
"103","AZE",2005,"AZ","Azerbaijan",16.64,7169.15043103855,4.09180192686952,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55
"104","AZE",2006,"AZ","Azerbaijan",NA,9830.16260573868,4.6162998626916,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.21
"105","AZE",2007,"AZ","Azerbaijan",NA,12477.3846859443,3.55534009998485,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.34
"106","AZE",2008,"AZ","Azerbaijan",31.79,13799.7861400733,4.05138348129721,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.7
"107","AZE",2009,"AZ","Azerbaijan",NA,14900.5086642522,3.56566821757272,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.57
"108","AZE",2010,"AZ","Azerbaijan",NA,15627.6056198817,3.38822587905988,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.67
"109","AZE",2011,"AZ","Azerbaijan",NA,15754.1523626148,3.64617987716669,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.38
"110","AZE",2012,"AZ","Azerbaijan",NA,16180.8871503048,3.82487717012357,"Europe & Central Asia (all income levels)","Baku","49.8932","40.3834","Upper middle income","IBRD",55.47
"111","BDI",2002,"BI","Burundi",NA,591.494015896095,0.0297050888012963,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.63
"112","BDI",2003,"BI","Burundi",NA,576.478186437433,0.0218002044258949,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.79
"113","BDI",2004,"BI","Burundi",NA,599.856098599595,0.0258454714431543,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.84
"114","BDI",2005,"BI","Burundi",NA,603.265540637776,0.0194113770326055,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.87
"115","BDI",2006,"BI","Burundi",33.36,632.647435840208,0.022756802996324,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.98
"116","BDI",2007,"BI","Burundi",NA,656.867748897202,0.0219643298822326,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.75
"117","BDI",2008,"BI","Burundi",NA,679.061455713683,0.021615102141911,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",26.32
"118","BDI",2009,"BI","Burundi",NA,683.468685414746,0.02086763686521,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",26.32
"119","BDI",2010,"BI","Burundi",NA,693.470003441916,0.0224800094957075,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",26.31
"120","BDI",2011,"BI","Burundi",NA,712.670483388994,0.0247209670208355,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.91
"121","BDI",2012,"BI","Burundi",NA,730.033565596062,0.0278884875331026,"Sub-Saharan Africa (all income levels)","Bujumbura","29.3639","-3.3784","Low income","IDA",25.78
"122","BEL",2002,"BE","Belgium",NA,30767.2997489343,10.3854951012723,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",64.53
"123","BEL",2003,"BE","Belgium",NA,31052.3778339369,10.882114174905,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",65.08
"124","BEL",2004,"BE","Belgium",30.63,31975.6041802021,10.6612902219787,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",64.87
"125","BEL",2005,"BE","Belgium",29.88,33042.8992844792,10.3553929874524,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",65.06
"126","BEL",2006,"BE","Belgium",28.26,35071.3754851982,10.1510389973111,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",65.33
"127","BEL",2007,"BE","Belgium",29.57,36579.6181999703,9.74477719114976,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",65.91
"128","BEL",2008,"BE","Belgium",29,37846.9555911544,9.75198480892529,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",66.35
"129","BEL",2009,"BE","Belgium",28.7,37629.442841568,9.28629759682149,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",66.55
"130","BEL",2010,"BE","Belgium",28.53,39257.834474162,9.88942935240014,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",66.69
"131","BEL",2011,"BE","Belgium",28.43,40858.7251704577,8.95362211506711,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",66.4
"132","BEL",2012,"BE","Belgium",27.59,41930.6618333441,8.28483788011157,"Europe & Central Asia (all income levels)","Brussels","4.36761","50.8371","High income: OECD","Not classified",66.61
"133","BEN",2002,"BJ","Benin",NA,1400.04975629391,0.280412782963242,"Sub-Saharan Africa (all income levels)","Porto-Novo","2.6323","6.4779","Low income","IDA",31.34
"134","BEN",2003,"BJ","Benin",38.58,1428.79277939876,0.307110875080766,"Sub-Saharan Africa (all income levels)","Porto-Novo","2.6323","6.4779","Low income","IDA",31.41
"135","BEN",2004,"BJ","Benin",NA,1483.35774276786,0.316583690909118,"Sub-Saharan Africa (all income levels)","Porto-Novo","2.6323","6.4779","Low income","IDA",31.01
"136","BEN",2005,"BJ","Benin",NA,1507.89116059976,0.292647893114482,"Sub-Saharan Africa (all income levels)","Porto-Novo","2.6323","6.4779","Low income","IDA",31.14
"137","BEN",2006,"BJ","Benin",NA,1565.55691021423,0.458607506622972,"Sub-Saharan Africa (all income levels)","Porto-Novo","2.6323","6.4779","Low income","IDA",31.04
"138","BEN",2007,"BJ","Benin",NA,1651.80866532324,0.516298738681918,"Sub-Saharan Africa (all income levels)","Porto-Novo","2.6323","6.4779","Low income","IDA",31.49
"139","BEN",2008,"BJ","Benin",NA,1714.28020892631,0.491601795281119,"Sub-Saharan Africa (all income levels)","Porto-Novo","2.6323","6.4779","Low income","IDA",31.87
"140","BEN",2009,"BJ","Benin",NA,1716.20726781722,0.50435732912368,"Sub-Saharan Africa (all income levels)","Porto-Novo","2.6323","6.4779","Low income","IDA",32.19
"141","BEN",2010,"BJ","Benin",NA,1723.79692585274,0.535215995124187,"Sub-Saharan Africa (all income levels)","Porto-Novo","2.6323","6.4779","Low income","IDA",32.19
"142","BEN",2011,"BJ","Benin",43.44,1761.57433063086,0.54258480921767,"Sub-Saharan Africa (all income levels)","Porto-Novo","2.6323","6.4779","Low income","IDA",32.26
"143","BEN",2012,"BJ","Benin",NA,1826.80893511019,0.548419410073363,"Sub-Saharan Africa (all income levels)","Porto-Novo","2.6323","6.4779","Low income","IDA",32.42
"144","BFA",2002,"BF","Burkina Faso",NA,904.627387486719,0.0817475639053798,"Sub-Saharan Africa (all income levels)","Ouagadougou","-1.53395","12.3605","Low income","IDA",37.81
"145","BFA",2003,"BF","Burkina Faso",43.25,966.305661650036,0.0852143871808742,"Sub-Saharan Africa (all income levels)","Ouagadougou","-1.53395","12.3605","Low income","IDA",38.61
"146","BFA",2004,"BF","Burkina Faso",NA,1007.36826110149,0.084722420619097,"Sub-Saharan Africa (all income levels)","Ouagadougou","-1.53395","12.3605","Low income","IDA",37.64
"147","BFA",2005,"BF","Burkina Faso",NA,1096.68886795956,0.0838753505550506,"Sub-Saharan Africa (all income levels)","Ouagadougou","-1.53395","12.3605","Low income","IDA",38.18
"148","BFA",2006,"BF","Burkina Faso",NA,1165.27426476321,0.0983401636307714,"Sub-Saharan Africa (all income levels)","Ouagadougou","-1.53395","12.3605","Low income","IDA",39.36
"149","BFA",2007,"BF","Burkina Faso",NA,1225.85088750705,0.115429246294273,"Sub-Saharan Africa (all income levels)","Ouagadougou","-1.53395","12.3605","Low income","IDA",39.56
"150","BFA",2008,"BF","Burkina Faso",NA,1300.49806852766,0.130385448756548,"Sub-Saharan Africa (all income levels)","Ouagadougou","-1.53395","12.3605","Low income","IDA",39.77
"151","BFA",2009,"BF","Burkina Faso",39.76,1308.54604571826,0.127424986759732,"Sub-Saharan Africa (all income levels)","Ouagadougou","-1.53395","12.3605","Low income","IDA",39.99
"152","BFA",2010,"BF","Burkina Faso",NA,1393.56272130626,0.125501325288673,"Sub-Saharan Africa (all income levels)","Ouagadougou","-1.53395","12.3605","Low income","IDA",40.22
"153","BFA",2011,"BF","Burkina Faso",NA,1470.43518369954,0.137283259154753,"Sub-Saharan Africa (all income levels)","Ouagadougou","-1.53395","12.3605","Low income","IDA",40.44
"154","BFA",2012,"BF","Burkina Faso",NA,1547.64937169723,0.15847559730798,"Sub-Saharan Africa (all income levels)","Ouagadougou","-1.53395","12.3605","Low income","IDA",40.52
"155","BGD",2002,"BD","Bangladesh",NA,1424.31223331065,0.247430419383157,"South Asia","Dhaka","90.4113","23.7055","Low income","IDA",24.63
"156","BGD",2003,"BD","Bangladesh",NA,1495.5292207013,0.257377570103195,"South Asia","Dhaka","90.4113","23.7055","Low income","IDA",24.24
"157","BGD",2004,"BD","Bangladesh",NA,1591.40438931671,0.267701508677138,"South Asia","Dhaka","90.4113","23.7055","Low income","IDA",25.33
"158","BGD",2005,"BD","Bangladesh",33.2,1724.42770760079,0.276211626673506,"South Asia","Dhaka","90.4113","23.7055","Low income","IDA",25.44
"159","BGD",2006,"BD","Bangladesh",NA,1871.00013546296,0.300622666904668,"South Asia","Dhaka","90.4113","23.7055","Low income","IDA",25.43
